ID,Creation time,Notes,Dev Internal,Name,Blocked,Regression,Story points,Owner,Phase,Severity,Sprint
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=519083"",""519083"")",Mon Nov 02 14:49:56 UTC 2020,,No,'[Chrome][Firefox][CSP] Insert the extension script in the page instead of using inline scripts with a nonce - Phase 2',No,,5,Jie Zhang (Sagi),New,,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=357107"",""357107"")",Thu Dec 19 15:51:57 UTC 2019,,No,.ExtendSelect method issue with SalesForce Winter 20,No,New Feature,,Menachem Meth,Deferred,Medium,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=407439"",""407439"")",Fri Apr 24 16:40:23 UTC 2020,,No,"[Angular Material]  As a UFT user, I want to select and use Angular Material addin in UFT",No,,3,Jie Zhang (Sagi),New,,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=408409"",""408409"")",Fri Apr 24 16:32:05 UTC 2020,,No,"[Angular Material]  As a UFT user, I want to spy/record/replay with AMBottomSheet TestObject",No,,3,Jie Zhang (Sagi),New,,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=408407"",""408407"")",Fri Apr 24 16:26:53 UTC 2020,,No,"[Angular Material]  As a UFT user, I want to spy/record/replay with AMButtonToggle TestObject",No,,3,Jie Zhang (Sagi),New,,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=408400"",""408400"")",Fri Apr 24 16:10:36 UTC 2020,,No,"[Angular Material]  As a UFT user, I want to spy/record/replay with AMCalendar TestObject",No,,3,Jie Zhang (Sagi),New,,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=407434"",""407434"")",Fri Apr 24 16:07:12 UTC 2020,,No,"[Angular Material]  As a UFT user, I want to spy/record/replay with AMCheckbox TestObject",No,,3,Jie Zhang (Sagi),New,,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=408408"",""408408"")",Fri Apr 24 16:27:53 UTC 2020,,No,"[Angular Material]  As a UFT user, I want to spy/record/replay with AMChips TestObject",No,,3,Jie Zhang (Sagi),New,,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=408410"",""408410"")",Fri Apr 24 16:33:07 UTC 2020,,No,"[Angular Material]  As a UFT user, I want to spy/record/replay with AMDialog TestObject",No,,3,Jie Zhang (Sagi),New,,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=407435"",""407435"")",Fri Apr 24 16:23:18 UTC 2020,,No,"[Angular Material]  As a UFT user, I want to spy/record/replay with AMExpansionPanel TestObject",No,,3,Jie Zhang (Sagi),New,,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=408401"",""408401"")",Fri Apr 24 16:13:08 UTC 2020,,No,"[Angular Material]  As a UFT user, I want to spy/record/replay with AMFormField TestObject",No,,3,Jie Zhang (Sagi),New,,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=407436"",""407436"")",Fri Apr 24 16:29:41 UTC 2020,,No,"[Angular Material]  As a UFT user, I want to spy/record/replay with AMIcon TestObject",No,,3,Jie Zhang (Sagi),New,,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=408411"",""408411"")",Fri Apr 24 16:35:52 UTC 2020,,No,"[Angular Material]  As a UFT user, I want to spy/record/replay with AMPaginator TestObject",No,,3,Jie Zhang (Sagi),New,,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=407437"",""407437"")",Fri Apr 24 16:30:55 UTC 2020,,No,"[Angular Material]  As a UFT user, I want to spy/record/replay with AMProgressBar TestObject",No,,3,Jie Zhang (Sagi),New,,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=408402"",""408402"")",Fri Apr 24 16:15:07 UTC 2020,,No,"[Angular Material]  As a UFT user, I want to spy/record/replay with AMRadioButton TestObject",No,,3,Jie Zhang (Sagi),New,,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=408403"",""408403"")",Fri Apr 24 16:19:12 UTC 2020,,No,"[Angular Material]  As a UFT user, I want to spy/record/replay with AMSelect TestObject",No,,3,Jie Zhang (Sagi),New,,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=408404"",""408404"")",Fri Apr 24 16:20:18 UTC 2020,,No,"[Angular Material]  As a UFT user, I want to spy/record/replay with AMSlider TestObject",No,,3,Jie Zhang (Sagi),New,,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=408405"",""408405"")",Fri Apr 24 16:22:06 UTC 2020,,No,"[Angular Material]  As a UFT user, I want to spy/record/replay with AMSliderToggle TestObject",No,,3,Jie Zhang (Sagi),New,,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=407438"",""407438"")",Fri Apr 24 16:34:13 UTC 2020,,No,"[Angular Material]  As a UFT user, I want to spy/record/replay with AMSnackbar TestObject",No,,3,Jie Zhang (Sagi),New,,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=408412"",""408412"")",Fri Apr 24 16:38:00 UTC 2020,,No,"[Angular Material]  As a UFT user, I want to spy/record/replay with AMSortHeader TestObject",No,,3,Jie Zhang (Sagi),New,,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=408406"",""408406"")",Fri Apr 24 16:24:29 UTC 2020,,No,"[Angular Material]  As a UFT user, I want to spy/record/replay with AMTree TestObject",No,,3,Jie Zhang (Sagi),New,,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=671222"",""671222"")",Wed Sep 22 09:33:08 UTC 2021,,No,[Web Performance] Return a list of ROs for Web Spy,No,,5,Jie Zhang (Sagi),New,,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=630084"",""630084"")",Mon Jun 21 11:17:12 UTC 2021,,No,[Web Performance][Smart Identification] Support maintenance run,No,,5,Jie Zhang (Sagi),New,,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=628137"",""628137"")",Thu Jun 24 15:14:54 UTC 2021,,No,[Web Performance][Smart Identification] Support update run,No,,5,Jie Zhang (Sagi),New,,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=432094"",""432094"")",Fri Jun 05 21:49:25 UTC 2020,,No,[Web Performance][Test Objects][Common Methods] Support Check method on web Test Objects,No,,5,Jie Zhang (Sagi),New,,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=432097"",""432097"")",Fri Jun 05 21:53:41 UTC 2020,,No,[Web Performance][Test Objects][Common Methods] Support Output method on web Test Objects,No,,3,Jie Zhang (Sagi),New,,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=307476"",""307476"")",Mon Jul 29 09:25:25 UTC 2019,,Yes,[Web Performance][WebTable][IE] Improve the spy and highlight performance in big table,No,,5,Jie Zhang (Sagi),New,,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=324416"",""324416"")",Mon Oct 28 14:53:14 UTC 2019,,No,[Parallel Execution] Support timeout condition to cancel/continue the test run,No,,5,Jie Zhang (Sagi),New,,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=498013"",""498013"")",Thu Sep 10 01:37:51 UTC 2020,,No,'research - give customers capability to sign scripts and resources with own certificate',No,,,Yuanhai(Solever) Xu,New,,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=407404"",""407404"")",Thu Apr 23 15:10:56 UTC 2020,,No,[Security] UFT is Prone to Persistent XSS (report),Yes,,1,Yuanhai(Solever) Xu,New,,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=407405"",""407405"")",Thu Apr 23 15:11:05 UTC 2020,,No,[Security] UFT is Prone to Persistent XSS (snapshot),Yes,,1,Yuanhai(Solever) Xu,New,,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=311849"",""311849"")",Fri Aug 30 11:02:21 UTC 2019,,No,'Electron - Add Support in UFT for Drag and Drop feature',No,Unknown,,Menachem Meth,Planned,Medium,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=1618101"",""1618101"")",Wed Mar 20 15:12:45 UTC 2024,,No,"[CloudBrowser][AI][CaptureBitmap] As a user, I want to replay AIUtil().CaptureBitmap on cloud browser",No,,2,Kern Zhou,New,,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=1618102"",""1618102"")",Wed Mar 20 15:16:45 UTC 2024,,No,"[CloudBrowser][AI][Check] As a user, I want to replay AIUtil().CheckExists/CheckState on cloud browser",No,,1,Kern Zhou,Code Review,,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=1618112"",""1618112"")",Wed Mar 20 16:05:45 UTC 2024,,No,"'[CloudBrowser][AI][Context] As a user, I want to replay AI steps with Browser level context on cloud browser - AIUtil.SetContext Browser()'",No,,5,Kern Zhou,New,,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=1619462"",""1619462"")",Wed Mar 20 16:45:57 UTC 2024,,No,"[CloudBrowser][AI][DesktopDriver] As a user, I want to see the desktop screenshot in the report if step failed and browser not found",No,,5,Kern Zhou,New,,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=1618103"",""1618103"")",Wed Mar 20 15:24:01 UTC 2024,,No,"[CloudBrowser][AI][Get*] As a user, I want to replay AIUtil().GetAllProperties/GetObjectProperty/GetValue on cloud browser",No,,1,Kern Zhou,Code Review,,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=1618104"",""1618104"")",Wed Mar 20 15:34:04 UTC 2024,,No,"[CloudBrowser][AI][Highlight] As a user, I want to replay AIUtil().Highlight on cloud browser",No,,5,Kern Zhou,New,,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=1618105"",""1618105"")",Wed Mar 20 15:35:03 UTC 2024,,No,"[CloudBrowser][AI][Keyboard] As a user, I want to replay AIUtil().SetText/SetTextSecure on cloud browser",No,,5,Kern Zhou,New,,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=1620454"",""1620454"")",Wed Mar 20 16:19:36 UTC 2024,,No,"[CloudBrowser][AI][Keyboard] As a user, I want to replay AIUtil().Type/TypeSecure on cloud browser",No,,5,Kern Zhou,New,,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=1618114"",""1618114"")",Wed Mar 20 16:18:21 UTC 2024,,No,"[CloudBrowser][AI][Mouse] As a user, I want to replay AIUtil().Hover on cloud browser",No,,2,Kern Zhou,New,,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=1618113"",""1618113"")",Wed Mar 20 16:16:37 UTC 2024,,No,"[CloudBrowser][AI][Mouse] As a user, I want to replay AIUtil().RightClick on cloud browser",No,,1,Kern Zhou,Code Review,,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=1618110"",""1618110"")",Wed Mar 20 16:02:31 UTC 2024,,No,"[CloudBrowser][AI][Mouse] As a user, I want to replay AIUtil().Scroll/ScrollOnObject on cloud browser",No,,5,Kern Zhou,New,,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=1618106"",""1618106"")",Wed Mar 20 15:37:58 UTC 2024,,No,"[CloudBrowser][AI][Search] As a user, I want to replay AIUtil().Search on cloud browser",No,,1,Kern Zhou,New,,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=1618107"",""1618107"")",Wed Mar 20 15:39:11 UTC 2024,,No,"[CloudBrowser][AI][Select] As a user, I want to replay AIUtil().Select on cloud browser",No,,5,Kern Zhou,New,,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=1618108"",""1618108"")",Wed Mar 20 15:45:43 UTC 2024,,No,"[CloudBrowser][AI][SetState] As a user, I want to replay AIUtil().SetState on cloud browser",No,,1,Kern Zhou,Code Review,,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=1618099"",""1618099"")",Wed Mar 20 14:26:37 UTC 2024,,No,"[CloudBrowser][AutomationEngine][WebDriver] Maintain the browser window information in the AutomationEngine (better map the browser rtid, hwnd, extension window_id)",No,,5,Kern Zhou,New,,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=923071"",""923071"")",Fri Nov 18 13:49:08 UTC 2022,descope candidate,No,"[Cloud Browser][Screenshot][Browser] As a user, I want to see the Browser screenshot for cloud browser (using desktop screenshot api)",No,,5,Kern Zhou,New,,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=1705026"",""1705026"")",Mon Jul 01 11:10:02 UTC 2024,,No,"Continuation of [CloudBrowser][AI][Mouse] As a user, I want to replay AIUtil().Click/DoubleClick/LongClick/MultiClick  on cloud browser",Yes,,2,Kern Zhou,Code Review,,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=1705027"",""1705027"")",Mon Jul 01 11:17:30 UTC 2024,,Yes,"Continuation of [CloudBrowser][NativeMessagingHost] the NativeMessagingHost should be able to maintain the browser info (hwnd, etc)",Yes,,2,Kern Zhou,Code Review,,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=1317654"",""1317654"")",Tue Oct 24 13:01:19 UTC 2023,,No,[DevInternal][CloudBrowser][AutomationEngine][Protocol] Define the UFT Automation Protocol in .yml,No,,5,Kern Zhou,New,,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=112644"",""112644"")",Mon Dec 14 08:00:00 UTC 2015,,No,Placeholder for Capacity planning,No,,15,Yoni Hotam,New,,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=129397"",""129397"")",Tue Jan 30 08:00:00 UTC 2018,Tsachi_Blocked;James_track_ALM_Defect; Lavinia_Coverted to US,No,[SaaS][ALM Integration] Meet locked error when save SOR to ALM SaaS test plan.,No,Escaped Defect,1,Bo Tian,Done,High,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=120435"",""120435"")",Sun Apr 03 08:00:00 UTC 2016,14.00,No,[HP IT] Enable data parameterization for API tests request body when the body is a Form,No,,6,Zhang13 Jie,New,,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=730007"",""730007"")",Tue Jan 18 18:00:14 UTC 2022,"cpe,postpone",No,'01911359 - UFT 15.0.1 cannot recognize an embedded IE controls / WinObject',No,Escaped Defect,,Kern Zhou,Rejected,High,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=733106"",""733106"")",Mon Feb 07 16:09:05 UTC 2022,,No,'01977356 - UFTO 15.0.1 isn't recognizing objects from IBM BPM / Spark UI',No,Unknown,,Mandy Chen,Deferred,High,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=790018"",""790018"")",Wed Apr 27 00:34:34 UTC 2022,cpe,No,| 02131677 | Unable to capture property/attribute value when running in MS Edge browser,No,Escaped Defect,,Jie Zhang (Sagi),Rejected,High,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=1593590"",""1593590"")",Thu Mar 07 10:24:56 UTC 2024,,No,"02810583 Enhancement Idea : for Web, make UFT compatible with Selenium Grid",No,Unknown,,Mandy Chen,New,Low,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=1774942"",""1774942"")",Wed Dec 04 16:05:18 UTC 2024,,No,'| 03012377 | UFT - Recognition issue on WebView2 (Continuation from 02973069 | OCTIM17E1748306)',No,,114,Yigao 'Freeman' Fan,Done,High,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=1808109"",""1808109"")",Thu Feb 20 15:05:45 UTC 2025,,No,03072073 Objects not recognized after upgrade to UFT 24.2,No,,32,Yigao 'Freeman' Fan,Done,Medium,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=1001037"",""1001037"")",Tue Apr 25 15:02:22 UTC 2023,,No,Access Applicaton logs in UFT Mobile,No,Unknown,,Mandy Chen,Deferred,Medium,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=429034"",""429034"")",Tue May 26 13:41:35 UTC 2020,,No,'[AOM][UFTM] - Support to change the UFTM connection settings with AOM scripts during the execution',No,,,Jie Zhang (Sagi),New,,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=502182"",""502182"")",Fri Sep 25 12:42:48 UTC 2020,"cpe, document write issue",No,Application behaves differently when executing the steps from UFT script and whe,No,Escaped Defect,,Jie Zhang (Sagi),Rejected,High,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=1813412"",""1813412"")",Tue Mar 18 05:40:24 UTC 2025,,No,'BANNER HEALTH - SD00496058 - UFT One Cannot See the Cerner Login Window',No,,,Jie Zhang (Sagi),Done,High,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=136318"",""136318"")",Mon Mar 13 08:00:00 UTC 2017,,No,Browser does not scroll up to view an object before click,No,,1,,Rejected,Medium,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=293534"",""293534"")",Tue May 09 08:00:00 UTC 2017,,No,Browser property hwdn does not work in firefox when used in descriptive programming,Yes,Unknown,,'Long-Ting Zhou',Rejected,Critical,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=712072"",""712072"")",Tue Dec 07 16:57:48 UTC 2021,"postmessage, postpone",No,[CEF][Frame]Record on the frame will cause the CEF not responding,No,Escaped Defect,,Jie Zhang (Sagi),Rejected,High,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=712073"",""712073"")",Tue Dec 07 17:12:54 UTC 2021,"limitation: object frame, postpone",No,[CEF][Frame] Spy on specified frame page will cause UFT get no response.,No,Escaped Defect,,Jie Zhang (Sagi),Rejected,High,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=181354"",""181354"")",Fri Aug 31 17:39:16 UTC 2018,,No,[Customer escalation] Duration of test script in UFT is different from duration of test script in FTAAS,No,Escaped Defect,1,Shuhui Fu,Rejected,Medium,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=180347"",""180347"")",Fri Aug 31 18:14:34 UTC 2018,,No,[Customer escalation] Wait statements do not appear in script results in FTAAS result / report,No,Escaped Defect,1,Jie Zhang (Sagi),Rejected,Medium,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=120191"",""120191"")",Wed Sep 13 08:00:00 UTC 2017,,No,[C#][Web] HasDialog raises NotImplemented exception in firefox,No,,1,,Rejected,High,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=522107"",""522107"")",Thu Nov 05 16:52:53 UTC 2020,,No,[devInternal][Refactor][RadioGroup] Should not call virtual function AddAllRadio2Group() inside the constructor CWIRadioGrou,No,,,Jie Zhang (Sagi),New,,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=923108"",""923108"")",Wed Nov 23 13:52:25 UTC 2022,,No,[DL] Display the error message in message when UFT receive error code in message while the error code does not match to any known UFT error string,No,,5,Jie Zhang (Sagi),New,,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=109838"",""109838"")",Tue Sep 26 08:00:00 UTC 2017,,No,[E2E] Navigation step is not recorded when selecting the navigation link from the bookmarks of the browser. Tested on Chrome,No,Escaped Defect,1,,Rejected,Medium,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=932044"",""932044"")",Fri Dec 09 09:18:44 UTC 2022,,No,'[Enhancement request] UFT should have a function to prevent/warn user from entering password in a non-secured field',No,Unknown,,Mandy Chen,Planned,High,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=1114026"",""1114026"")",Mon Sep 25 16:51:29 UTC 2023,,No,[Fast mode] Scripts running on the multiple frames may execute failed randomly.,No,Escaped Defect,,Jie Zhang (Sagi),New,Medium,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=1730655"",""1730655"")",Tue Sep 03 11:09:28 UTC 2024,,No,[Fast mode]Support Browser().WebElement().Click in Web fast mode,No,,,Kern Zhou,New,,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=501042"",""501042"")",Wed Sep 16 14:20:20 UTC 2020,,No,[Firefox][Offset] Support to get TO's correct position if Firefox has a status bar,No,,,Jie Zhang (Sagi),New,,Sprint 1
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=292562"",""292562"")",Fri May 12 08:00:00 UTC 2017,,No,Fix the set method trimming issue on  AngularJS 2.0,Yes,Unknown,,Bo Wang,Rejected,Medium,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=174014"",""174014"")",Tue Jul 24 16:23:09 UTC 2018,,No,'[https://www.independenthealth.com] - Clicking Login during Record fails to take you to the next page',No,Escaped Defect,1,'Yun-Sheng Liu',Rejected,High,Sprint 1
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=128250"",""128250"")",Tue Nov 07 08:00:00 UTC 2017,,No,[ImageUtils] getSnapshot took the snapshot faster than it actually scrolled,No,,1,'Yun-Sheng Liu',Rejected,High,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=295124"",""295124"")",Mon Jun 24 08:00:00 UTC 2019,,No,Issue in identifying checkbox and textbox objects in Mobile devices,Yes,Unknown,,'Hua-Ming Zhai',Done,High,Sprint 1
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=128666"",""128666"")",Fri May 15 08:00:00 UTC 2015,,No,KWV EE the focus  jumped to another line  when double click the selection of parameter component,No,New Feature Regression,1,'Chang-Ling Liu',Done,Medium,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=120045"",""120045"")",Mon Oct 30 08:00:00 UTC 2017,,No,'[MC 2.53] [UFT] [New R&R Settings] The package/Unpackage flag cannot be modified once uploaded an instrumented/non-instrumented with the same identifier.',Yes,,1,,Rejected,Medium,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=181352"",""181352"")",Fri Aug 31 17:31:02 UTC 2018,"SAP issue, low priority",No,[Mobile Recording][SAPUI5] Cannot record ComboBox object on mobile chrome and safari.,No,Escaped Defect,1,'Yun-Sheng Liu',Rejected,High,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=180328"",""180328"")",Fri Aug 31 17:33:41 UTC 2018,"SAP issue, low priority",No,[Mobile Recording][SAPUI5] Cannot record Datapicker ojbect on mobile chrome and safari.,No,Escaped Defect,1,'Yun-Sheng Liu',Rejected,High,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=181349"",""181349"")",Fri Aug 31 17:26:35 UTC 2018,"SAP issue, low priority",No,[Mobile Recording][SAPUI5] Cannot record RadioButtonGroup object on mobile chrome and safari.,No,Escaped Defect,1,'Yun-Sheng Liu',Rejected,High,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=152042"",""152042"")",Thu Jun 07 15:39:16 UTC 2018,,No,"'[Mobile Record][UICatlog-IOS]-User can't record ""Pan"" action(just on Iframes).'",No,Escaped Defect,,'Yun-Sheng Liu',Duplicate,Medium,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=132200"",""132200"")",Fri Sep 30 08:00:00 UTC 2016,,No,[Native Browser][Android][Iframe] Spy does not work for android device on some IFrame website,No,,1,,Rejected,High,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=286161"",""286161"")",Mon Jan 21 08:00:00 UTC 2019,,No,Object identification for the application developed using  Zebra Canvas (Zebkit),Yes,Unknown,,Batami Gold,Deferred,Medium,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=116484"",""116484"")",Sun Nov 19 08:00:00 UTC 2017,Tsachi_ConvertToUS[ review] Andrew to create US; US Created,No,[PaulG] Directly show error details on run error dialog when replay UFT test.,No,Escaped Defect,1,Bo Tian,Done,Medium,
