ID,Creation time,Notes,Dev Internal,Name,Blocked,Regression,Story points,Owner,Phase,Severity,Sprint
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=117806"",""117806"")",Thu Apr 07 08:00:00 UTC 2016,,No,"[MC Defect] It takes long time to load MC wizard when click on edit button in new RnR setting dialogue, especially the first time open it",No,,1,Jie Zhang (Sagi),Done,High,Sprint 3
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=124552"",""124552"")",Mon May 09 08:00:00 UTC 2016,,No,"[MC Defect] [Native browser] Restart option should be disabled when ""Native browser"" is selected and ""Install"" option should not in ""Open"" status.",No,,1,Jie Zhang (Sagi),Done,High,Sprint 3
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=138524"",""138524"")",Wed Sep 14 08:00:00 UTC 2016,,No,[UFT][AWS][whitelist] UFT sends a ‘launchApplication’ command after ‘startReplay’,No,,1,Jie Zhang (Sagi),Done,High,'Sprint 10 - Release Sprint'
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=124709"",""124709"")",Thu May 12 08:00:00 UTC 2016,,No,[UFT Defect][Stability] VNC always crash when running Native Browser's in Iteration,No,,1,Jie Zhang (Sagi),Done,High,Sprint 3
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=123700"",""123700"")",Thu Mar 10 08:00:00 UTC 2016,,No,'[Windows Phone] - Mobile Web app sometimes hang',No,,1,Jie Zhang (Sagi),Done,High,Sprint 2
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=126704"",""126704"")",Fri May 13 08:00:00 UTC 2016,,No,[Windows Phone] Mobile Web: Can't record any operation in webpage when start record second time in one test。,No,,1,Jie Zhang (Sagi),Done,High,Sprint 5
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=135667"",""135667"")",Mon Jul 04 08:00:00 UTC 2016,,No,'[BH] UFT - Device capabilities page default resolution is wrong',No,,1,Jie Zhang (Sagi),Done,High,Sprint 8
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=137206"",""137206"")",Wed Aug 31 08:00:00 UTC 2016,,No,error in UFT when step StopNV is executed,No,,1,Jie Zhang (Sagi),Done,High,Sprint 9
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=136469"",""136469"")",Sun Aug 14 08:00:00 UTC 2016,,No,[Fedex] R&R issue on Fedex Logon app,No,,1,Jie Zhang (Sagi),Done,High,Sprint 9
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=134252"",""134252"")",Thu Jul 07 08:00:00 UTC 2016,,No,"[iOS] [HP mobile web] After initial url was set, need to wait more than 30s to wait prepare app finished",No,,1,Jie Zhang (Sagi),Done,High,Sprint 7
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=133292"",""133292"")",Mon Jul 04 08:00:00 UTC 2016,,No,[iOS] TabStrip object isn't identified by Spy,No,,1,Jie Zhang (Sagi),Done,High,Sprint 7
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=125325"",""125325"")",Wed May 04 08:00:00 UTC 2016,,No,[L10N][UFT12.53] The test metrics and label name is untranslated in RnR settings.,No,New Feature Regression,1,Jie Zhang (Sagi),Done,Medium,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=129629"",""129629"")",Wed Jun 22 08:00:00 UTC 2016,,No,[L10N][UFT12.54] The strings in 'Options' and 'Metrics' areas are untranslated.,No,New Feature Regression,1,Jie Zhang (Sagi),Done,High,Sprint 4
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=119991"",""119991"")",Thu May 19 08:00:00 UTC 2016,,Yes,[Mobile][DevInternal] Refactor R&R setting handling (P0),No,,8,Jie Zhang (Sagi),Done,,Sprint 3
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=132219"",""132219"")",Wed Aug 03 08:00:00 UTC 2016,,No,'[Mobile] Do NOT auto-launch when switching apps during replay',No,,1,Jie Zhang (Sagi),Done,,Sprint 7
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=116203"",""116203"")",Mon Feb 08 08:00:00 UTC 2016,,No,[Mobile] Stepper.Tap() method doesn't work,No,,,Jie Zhang (Sagi),Done,High,Sprint 8
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=130186"",""130186"")",Mon Jul 18 08:00:00 UTC 2016,,No,[Mobile] Support new name 'MC Browser' of HP Mobile Web for rebranding,No,,2,Jie Zhang (Sagi),Done,,Sprint 6
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=131002"",""131002"")",Wed Jul 06 08:00:00 UTC 2016,,No,[Mobile] Use MC screenshot for bitmap checkpoint for mobile,No,,2,Jie Zhang (Sagi),Done,,Sprint 5
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=131006"",""131006"")",Wed Jul 06 08:00:00 UTC 2016,,No,[Mobile] Use MC screenshot for bitmap checkpoint for mobile web,No,,2,Jie Zhang (Sagi),Done,,Sprint 6
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=131007"",""131007"")",Wed Jul 06 08:00:00 UTC 2016,,No,[Mobile] Use MC screenshot for textarea checkpoint for mobile,No,,3,Jie Zhang (Sagi),Done,,Sprint 5
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=131009"",""131009"")",Wed Jul 06 08:00:00 UTC 2016,,No,[Mobile] Use MC screenshot for textarea checkpoint for mobile web,No,,2,Jie Zhang (Sagi),Done,,Sprint 6
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=131386"",""131386"")",Wed Aug 10 08:00:00 UTC 2016,,No,[Mobile Web] Enhance mobile web settings experience,No,,5,Jie Zhang (Sagi),Done,,Sprint 8
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=138469"",""138469"")",Tue Sep 06 08:00:00 UTC 2016,,No,'[UFT] - Backward compatability - Automation blocker - Android - Install/Launch WS calls are missing when replaying MC 1.51 script',No,,1,Jie Zhang (Sagi),Done,High,Sprint 9
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=133951"",""133951"")",Wed Aug 17 08:00:00 UTC 2016,,No,[UFT Defect] Device capabilities tab will show when open wizard from a legacy test while the test was set with specific device,No,,1,Jie Zhang (Sagi),Done,Medium,Sprint 8
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=128420"",""128420"")",Wed Jun 08 08:00:00 UTC 2016,,No,"[UFT Defect] Error code 2048 ""The specified application is the same as one of the extra applications in the test"" got when trying to replay the script in which we set device id in OR",No,,1,Jie Zhang (Sagi),Done,High,Sprint 3
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=129560"",""129560"")",Mon Jun 20 08:00:00 UTC 2016,,No,[UFT Defect] No VNC window when record on Web tab,No,,1,Jie Zhang (Sagi),Done,Critical,Sprint 4
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=133955"",""133955"")",Mon Aug 22 08:00:00 UTC 2016,,No,[UFT Defect] Settings in RnR still take effect while Browser To has been configured with another settings,No,,1,Jie Zhang (Sagi),Done,High,Sprint 8
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=127626"",""127626"")",Thu Jun 16 08:00:00 UTC 2016,,No,"'[UFT Defect] When replay the script with ""Set device = Device(""osType:=iOS"", ""osVersion:=9.0.2"")"", error ""type mismatch"" got'",No,,1,Jie Zhang (Sagi),Done,High,Sprint 3
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=138213"",""138213"")",Wed Aug 31 08:00:00 UTC 2016,,No,"'[UFT] -Regression - ""Device(""Device"").Back"" step sometimes does not work on replay'",No,,1,Jie Zhang (Sagi),Done,High,Sprint 9
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=135198"",""135198"")",Tue Jul 19 08:00:00 UTC 2016,,No,'[Windows Phone] - Native parts are not being recorded on mobile web',No,,1,Jie Zhang (Sagi),Done,Critical,Sprint 8
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=136217"",""136217"")",Mon Aug 29 08:00:00 UTC 2016,,No,'[Windows Phone] - replay of enterKeys fails',No,,1,Jie Zhang (Sagi),Done,High,Sprint 9
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=135959"",""135959"")",Mon Aug 22 08:00:00 UTC 2016,,No,'[Mobile Pure Web For BPT] AA ->WEB -> switch to mobile center -> checkbox is supposed to be only in R&R dialog and not in AA',No,New Feature Regression,1,Jie Zhang (Sagi),Done,High,Sprint 8
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=133941"",""133941"")",Fri Aug 19 08:00:00 UTC 2016,,No,[Mobile Pure Web for BPT] A mobile browser couldn't be specified in AA,No,New Feature Regression,1,Jie Zhang (Sagi),Done,Critical,Sprint 8
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=132734"",""132734"")",Sun Jul 10 08:00:00 UTC 2016,,No,[UFT] Clicking Record button causes error dialog in UFT on Win2012/Win10,No,Legacy Feature Regression,1,Jie Zhang (Sagi),Done,Critical,Sprint 5
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=136286"",""136286"")",Thu Sep 01 08:00:00 UTC 2016,,No,UFT does not save Record and Run settings for Web Addin,No,New Feature Regression,1,Jie Zhang (Sagi),Done,High,Sprint 9
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=131810"",""131810"")",Sun Jul 10 08:00:00 UTC 2016,,No,"'[R&R Setting---detected by automation]The configuration options disappears in ""R&R setting"" web tab'",No,New Feature Regression,1,Jie Zhang (Sagi),Done,Critical,Sprint 5
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=138188"",""138188"")",Wed Aug 31 08:00:00 UTC 2016,,No,"[R&R Setting]The config value of ""Browser"" revert to default value ""Microsoft Internet Explore"" in ""R&R Setting"" when open ""R&R Setting"" again",No,New Feature Regression,1,Jie Zhang (Sagi),Done,Critical,Sprint 9
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=133751"",""133751"")",Thu Aug 11 08:00:00 UTC 2016,,No,[Win10 14393] Replay canot start on latest windows 10 beta,No,,1,Jie Zhang (Sagi),Done,Critical,Sprint 8
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=125718"",""125718"")",Thu Dec 08 08:00:00 UTC 2016,,No,"[MC 2.2] [New R&R Settings] [UFT] option "" Use settings in Mobile tab"" is not checked by default.",No,,1,Jie Zhang (Sagi),Done,Medium,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=118447"",""118447"")",Wed Nov 16 08:00:00 UTC 2016,,No,[Burst] Test connection shows failed in cloud configure but it has been connected to cloud successfully.,No,New Feature Regression,1,Jie Zhang (Sagi),Done,High,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=133314"",""133314"")",Mon Nov 14 08:00:00 UTC 2016,,Yes,[SRF][DevInternal]  Add SRF API service to QTP,No,,4,Jie Zhang (Sagi),Done,,Sprint 13
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=132830"",""132830"")",Sun Oct 09 08:00:00 UTC 2016,,Yes,'[SRF][DevInternal] Headless UFT - POC',No,,5,Jie Zhang (Sagi),Done,,Sprint 10
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=128857"",""128857"")",Tue Jun 28 08:00:00 UTC 2016,,Yes,[SRF] [DevInternal] Learn SRF environment setup and how to work,No,,6,Jie Zhang (Sagi),Done,,Sprint 10
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=132911"",""132911"")",Mon Oct 17 08:00:00 UTC 2016,,Yes,'[SRF] [DevInternal] Windows 2016 container investigation - Windows Server Containers',No,,3,Jie Zhang (Sagi),Done,,Sprint 11
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=135151"",""135151"")",Thu Nov 10 08:00:00 UTC 2016,,No,'[Upload To SRF]: Upload - Package the selected GUI Test into a zip file',No,,3,Jie Zhang (Sagi),Done,,Sprint 13
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=133262"",""133262"")",Thu Nov 10 08:00:00 UTC 2016,,No,'[Upload To SRF]: Upload - Upload Dialog',No,,2,Jie Zhang (Sagi),Done,,Sprint 12
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=133659"",""133659"")",Thu Nov 12 08:00:00 UTC 2015,,No,'[UFT defect] Cannot GetTOProperty for the objects got by ChildObjects. - only iOS',No,,1,Jie Zhang (Sagi),Done,High,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=127582"",""127582"")",Wed Dec 21 08:00:00 UTC 2016,,No,[MC websocket license] Add LeanFT client type,No,,1,Jie Zhang (Sagi),Done,High,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=122478"",""122478"")",Fri Nov 25 08:00:00 UTC 2016,,No,[Show stopper] UFT crashes after make connection to MC,No,,1,Jie Zhang (Sagi),Done,Critical,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=135247"",""135247"")",Wed Nov 30 08:00:00 UTC 2016,,No,Support MC websocket license,No,,1,Jie Zhang (Sagi),Done,,'Sprint 14 - Stab 1'
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=123445"",""123445"")",Fri Nov 25 08:00:00 UTC 2016,,No,[UFT] Mobile RnR settings can not be saved when reopen the test,No,,1,Jie Zhang (Sagi),Done,High,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=109653"",""109653"")",Wed Oct 19 08:00:00 UTC 2016,,No,[MC] UFT stop sending request to MC due to the unicode issue in UFT logger,No,,1,Jie Zhang (Sagi),Done,High,Sprint 11
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=121235"",""121235"")",Wed Nov 09 08:00:00 UTC 2016,,No,"'[MC Automation Blocker][Backward compatibility] - Error 1009 - ""Cannot communicate with AUT."" when replaying old UFT/LFT scripts'",No,,1,Jie Zhang (Sagi),Done,Critical,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=114950"",""114950"")",Mon Nov 07 08:00:00 UTC 2016,,No,"[Standalone] When the device mismatch between R&R setting and standalone, objects in OR cannot be able to highlight if the device is not opened from R&R",No,,1,Jie Zhang (Sagi),Done,High,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=111127"",""111127"")",Thu Mar 10 08:00:00 UTC 2016,,No,'[UFT][Object Spy] the spy on UFT does not find the correct names of some objects - see Attachment',No,,1,Jie Zhang (Sagi),Done,High,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=128786"",""128786"")",Thu Dec 29 08:00:00 UTC 2016,,No,[UFT Rebranding] MC Wizard dialog name should be changed to HPE Unified Functional Testing,No,,1,Jie Zhang (Sagi),Done,High,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=123902"",""123902"")",Thu Dec 01 08:00:00 UTC 2016,,No,[UFT] The script step of reocrd MobileList in AMB changed and can not replay,No,,1,Jie Zhang (Sagi),Done,Critical,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=128587"",""128587"")",Fri Dec 23 08:00:00 UTC 2016,,No,[UFT Version regression] No device detail information in html report if replay browser script with device capabilities,No,,1,Jie Zhang (Sagi),Done,High,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=127671"",""127671"")",Mon Dec 26 08:00:00 UTC 2016,,No,New input action parameter is set to default value of output action parameter accidentally when changing type and then cause UFT crash,No,New Feature Regression,1,Jie Zhang (Sagi),Done,Critical,'Sprint 15 - Stab 2'
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=136283"",""136283"")",Thu Sep 01 08:00:00 UTC 2016,,No,'Hard to readable hint in Record and Run Settings for Web - Chrome Emulator / Safari',No,,1,Jie Zhang (Sagi),Done,Low,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=122981"",""122981"")",Thu Dec 01 08:00:00 UTC 2016,,No,[MC 2.2] [New R&R Settings] [UFT] Available Devices doesn't show the right number of Available device when using the OS version filter or Manufacturer,No,,1,Jie Zhang (Sagi),Done,Medium,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=126909"",""126909"")",Tue Dec 13 08:00:00 UTC 2016,,No,[MC 2.2] [New R&R Settings] [UFT] Disconnection warning should be show both in Mobile Tab and Web Tab. Also when the old test is opened.,No,,1,Jie Zhang (Sagi),Done,High,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=126857"",""126857"")",Mon Dec 12 08:00:00 UTC 2016,,No,"[MC 2.2] [New R&R Settings] [UFT] For checkboxs ""Mobile Center settings"" in Mobile tab and ""Use settings in Mobile tab"" in Web Tab need some changes.",No,,1,Jie Zhang (Sagi),Done,High,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=127013"",""127013"")",Tue Dec 13 08:00:00 UTC 2016,,No,"[MC 2.2] [New R&R Settings] [UFT] For Web Tab, the App Panel and test options panel should align with the old R&R settings.",No,,1,Jie Zhang (Sagi),Done,Critical,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=127584"",""127584"")",Thu Dec 22 08:00:00 UTC 2016,,No,"[MC 2.2] [New R&R Settings] [UFT] In capabilities tab When the OS version editbox is blank regardless of what value set in the OS version filter, filter out all the device just like using the ""any"".",No,,1,Jie Zhang (Sagi),Done,High,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=127315"",""127315"")",Fri Dec 16 08:00:00 UTC 2016,,No,"[MC 2.2] [New R&R Settings] [UFT] Input regex value in the os Version editbox Capabilities tab then save, next time open the New R&R settings will pop up errors.",No,,1,Jie Zhang (Sagi),Done,Critical,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=126825"",""126825"")",Mon Dec 12 08:00:00 UTC 2016,,No,"[MC 2.2] [New R&R Settings] [UFT] In Web Tab the option ""Use settings in Mobile tab"" should be checked by default.",No,,1,Jie Zhang (Sagi),Done,High,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=126716"",""126716"")",Fri Dec 09 08:00:00 UTC 2016,,No,"[MC 2.2] [New R&R Settings] [UFT]  Once an selected app is deleted, it should show default OS icon once got sync status from MC.",No,,1,Jie Zhang (Sagi),Done,High,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=126912"",""126912"")",Tue Dec 13 08:00:00 UTC 2016,,No,"[MC 2.2] [New R&R Settings] [UFT] Once UFT detect the disconnection with MC server, the refresh icon should change to disabled one",No,,1,Jie Zhang (Sagi),Done,Medium,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=125969"",""125969"")",Thu Dec 01 08:00:00 UTC 2016,,No,[MC 2.2] [New R&R Settings] [UFT] Refresh button should keep cycling indicate it's under processing,No,,1,Jie Zhang (Sagi),Done,Medium,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=125497"",""125497"")",Wed Dec 07 08:00:00 UTC 2016,,No,[MC 2.2] [New R&R Settings] [UFT] Some of the items in the combo box of OS version filter is not right according to the function spec.,No,,1,Jie Zhang (Sagi),Done,Medium,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=126463"",""126463"")",Wed Dec 07 08:00:00 UTC 2016,,No,[MC 2.2] [New R&R Settings] [UFT] Sometimes Capabilities will not filter any devices. (Using the same logic as MC wizard),No,,1,Jie Zhang (Sagi),Done,Low,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=127190"",""127190"")",Thu Dec 15 08:00:00 UTC 2016,,No,"[MC 2.2] [New R&R Settings] [UFT] Sometimes user will get error ""Fail to initialize Addin web"" when MC server is not available",No,,1,Jie Zhang (Sagi),Done,High,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=127183"",""127183"")",Thu Dec 15 08:00:00 UTC 2016,,No,"[MC 2.2] [New R&R Settings] [UFT] Text field ""Available Device"" change when uft connect to a amazon server with device farm enabled.",No,,1,Jie Zhang (Sagi),Done,High,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=127335"",""127335"")",Mon Dec 19 08:00:00 UTC 2016,,No,"[MC 2.2] [New R&R Settings] [UFT] The first time open the New R&R settings, nothing will show in the app panel which is not expected.",No,,1,Jie Zhang (Sagi),Done,High,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=124513"",""124513"")",Wed Dec 07 08:00:00 UTC 2016,,No,[MC 2.2] [New R&R settings] [UFT] The Manufacturer & Model need to trigger the filter once a value is input.,No,,1,Jie Zhang (Sagi),Done,High,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=125510"",""125510"")",Wed Dec 07 08:00:00 UTC 2016,,No,"[MC 2,2] [New R&R Settings] [UFT] The validation for OS version text edit is not implement correctly.",No,,1,Jie Zhang (Sagi),Done,Low,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=124951"",""124951"")",Wed Dec 07 08:00:00 UTC 2016,,No,"[MC 2.2] [New R&R Settings] [UFT] when change the value of OS version text edit, the available device text field won't change accordingly.",No,,1,Jie Zhang (Sagi),Done,High,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=127749"",""127749"")",Wed Dec 28 08:00:00 UTC 2016,,No,"[MC 2.2] [New R&R Settings] [UFT] When choose HP Mobile Web, test options set as install,uninstall when click save and close button in MC wizard, these two option install and uninstall in UFT R&R will be disabled.",No,,1,Jie Zhang (Sagi),Done,High,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=126814"",""126814"")",Mon Dec 12 08:00:00 UTC 2016,,No,"[MC 2.2] [New R&R Settings] [uft]  When clicking Refresh button in Device specific tab, it will automatically switch to device capabilities tab. All controllers in device panel will be set to default.",No,,1,Jie Zhang (Sagi),Done,High,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=125297"",""125297"")",Tue Dec 06 08:00:00 UTC 2016,,No,"[MC 2.2] [New R&R Settings] [UFT] When click save and close button in the MC wizard, UFT doesn't perform the refresh(sync) action.",No,,1,Jie Zhang (Sagi),Done,High,'Sprint 14 - Stab 1'
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=128725"",""128725"")",Wed Dec 28 08:00:00 UTC 2016,,No,"[MC 2.2] [New R&R Settings] [UFT] when Global settings contain legacy settings, once open a test which its mobile tab is set by default, UFT will force to apply the legacy settings to the Mobile tab which will cause unexpected behavior.",No,,1,Jie Zhang (Sagi),Done,High,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=124773"",""124773"")",Fri Dec 09 08:00:00 UTC 2016,,No,"[MC 2.2] [New R&R Settings] [UFT] When hover mouse on a app tile, there should trigger a tool tip which show details of the app.",No,,1,Jie Zhang (Sagi),Done,High,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=127094"",""127094"")",Wed Dec 14 08:00:00 UTC 2016,,No,"[MC 2.2] [New R&R settings] [UFT] When there is no app selected, there will still have a combo box list for Mobile Center app.",No,,1,Jie Zhang (Sagi),Done,Medium,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=118523"",""118523"")",Thu Nov 17 08:00:00 UTC 2016,,No,"[MC 2.2] [UFT] [New R&R Settings] Select System app, according to Function spec there should be another select List to choose the specific system app.",No,,1,Jie Zhang (Sagi),Done,High,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=124227"",""124227"")",Mon Dec 05 08:00:00 UTC 2016,,No,[MC 2.2] [UFT] [New R&R Settings] Some of the UI in specific device panel need to align with the function spec.,No,,1,Jie Zhang (Sagi),Done,Medium,
"=HYPERLINK(""https://internal.almoctane.com/ui/entity-navigation.jsp?p=45001/6001&entityType=work_item&id=126041"",""126041"")",Fri Dec 02 08:00:00 UTC 2016,,No,[MC 2.2] [UFT] [New R&R Settings] The Mobile Center Settings in mobile Tab should be checked by default.,No,,1,Jie Zhang (Sagi),Done,Medium,
