applicationId,enabled,language,os,region,date,userCount
0RDCKG2VV0BB,,,,,2023-10-29,56
0RDCKG2VV0BB,,,,,2023-11-05,68
0RDCKG2VV0BB,,,,,2023-11-12,63
0RDCKG2VV0BB,,,,,2023-11-19,145
0RDCKG2VV0BB,,,,,2023-11-26,31
0RDCKG2VV0BB,,,,,2023-12-03,135
0RDCKG2VV0BB,,,,,2023-12-10,36
0RDCKG2VV0BB,,,,,2023-12-17,145
0RDCKG2VV0BB,,,,,2023-12-24,43
0RDCKG2VV0BB,,,,,2023-12-31,33
0RDCKG2VV0BB,,,,,2024-01-07,33
0RDCKG2VV0BB,,,,,2024-01-14,69
0RDCKG2VV0BB,,,,,2024-01-21,75
0RDCKG2VV0BB,,,,,2024-01-28,176
0RDCKG2VV0BB,,,,,2024-02-04,183
0RDCKG2VV0BB,,,,,2024-02-11,177
0RDCKG2VV0BB,,,,,2024-02-18,42
0RDCKG2VV0BB,,,,,2024-02-25,108
0RDCKG2VV0BB,,,,,2024-03-03,88
0RDCKG2VV0BB,,,,,2024-03-10,105
0RDCKG2VV0BB,,,,,2024-03-17,107
0RDCKG2VV0BB,,,,,2024-03-24,86
0RDCKG2VV0BB,,,,,2024-03-31,80
0RDCKG2VV0BB,,,,,2024-04-07,75
0RDCKG2VV0BB,,,,,2024-04-14,98
0RDCKG2VV0BB,,,,,2024-04-21,247
0RDCKG2VV0BB,,,,,2024-04-28,493
0RDCKG2VV0BB,,,,,2024-05-05,546
0RDCKG2VV0BB,,,,,2024-05-12,803
0RDCKG2VV0BB,,,,,2024-05-19,851
0RDCKG2VV0BB,,,,,2024-05-26,965
0RDCKG2VV0BB,,,,,2024-06-02,1209
0RDCKG2VV0BB,,,,,2024-06-09,3052
0RDCKG2VV0BB,,,,,2024-06-16,4061
0RDCKG2VV0BB,,,,,2024-06-23,2766
0RDCKG2VV0BB,,,,,2024-06-30,2721
0RDCKG2VV0BB,,,,,2024-07-07,2796
0RDCKG2VV0BB,,,,,2024-07-14,3086
0RDCKG2VV0BB,,,,,2024-07-21,3063
0RDCKG2VV0BB,,,,,2024-07-28,2678
0RDCKG2VV0BB,,,,,2024-08-04,2730
0RDCKG2VV0BB,,,,,2024-08-11,2601
0RDCKG2VV0BB,,,,,2024-08-18,3076
0RDCKG2VV0BB,,,,,2024-08-25,2930
0RDCKG2VV0BB,,,,,2024-09-01,2792
0RDCKG2VV0BB,,,,,2024-09-08,3031
0RDCKG2VV0BB,,,,,2024-09-15,3322
0RDCKG2VV0BB,,,,,2024-09-22,3503
0RDCKG2VV0BB,,,,,2024-09-29,3619
0RDCKG2VV0BB,,,,,2024-10-06,3772
0RDCKG2VV0BB,,,,,2024-10-13,4417
0RDCKG2VV0BB,,,,,2024-10-20,4808
0RDCKG2VV0BB,,,,,2024-10-27,2848
0RDCKG2VV0BB,,,,,2024-11-03,3305
0RDCKG2VV0BB,,,,,2024-11-10,3478
0RDCKG2VV0BB,,,,,2024-11-17,3587
0RDCKG2VV0BB,,,,,2024-11-24,3544
0RDCKG2VV0BB,,,,,2024-12-01,5347
0RDCKG2VV0BB,,,,,2024-12-08,4022
0RDCKG2VV0BB,,,,,2024-12-15,3782
0RDCKG2VV0BB,,,,,2024-12-22,3932
0RDCKG2VV0BB,,,,,2024-12-29,3063
0RDCKG2VV0BB,,,,,2025-01-05,3250
0RDCKG2VV0BB,,,,,2025-01-12,4252
0RDCKG2VV0BB,,,,,2025-01-19,4256
0RDCKG2VV0BB,,,,,2025-01-26,4325
0RDCKG2VV0BB,,,,,2025-02-02,4839
0RDCKG2VV0BB,,,,,2025-02-09,5364
0RDCKG2VV0BB,,,,,2025-02-16,6301
0RDCKG2VV0BB,,,,,2025-02-23,6432
0RDCKG2VV0BB,,,,,2025-03-02,6386
0RDCKG2VV0BB,,,,,2025-03-09,6448
0RDCKG2VV0BB,,,,,2025-03-16,6752
0RDCKG2VV0BB,,,,,2025-03-23,7386
0RDCKG2VV0BB,,,,,2025-03-30,6936
0RDCKG2VV0BB,,,,,2025-04-06,6927
0RDCKG2VV0BB,,,,,2025-04-13,7558
0RDCKG2VV0BB,,,,,2025-04-20,7325
0RDCKG2VV0BB,,,,,2025-04-27,7039
0RDCKG2VV0BB,,,,,2025-05-04,7244
