applicationId,enabled,language,os,region,date,userCount
0RDCKCTZ1LBN,,,,,2020-11-22,9
0RDCKCTZ1LBN,,,,,2020-11-29,20
0RDCKCTZ1LBN,,,,,2020-12-06,20
0RDCKCTZ1LBN,,,,,2020-12-13,17
0RDCKCTZ1LBN,,,,,2020-12-20,14
0RDCKCTZ1LBN,,,,,2020-12-27,12
0RDCKCTZ1LBN,,,,,2021-01-03,11
0RDCKCTZ1LBN,,,,,2021-01-10,11
0RDCKCTZ1LBN,,,,,2021-01-17,12
0RDCKCTZ1LBN,,,,,2021-01-24,13
0RDCKCTZ1LBN,,,,,2021-01-31,11
0RDCKCTZ1LBN,,,,,2021-02-07,15
0RDCKCTZ1LBN,,,,,2021-02-14,12
0RDCKCTZ1LBN,,,,,2021-02-21,15
0RDCKCTZ1LBN,,,,,2021-02-28,17
0RDCKCTZ1LBN,,,,,2021-03-07,39
0RDCKCTZ1LBN,,,,,2021-03-14,35
0RDCKCTZ1LBN,,,,,2021-03-21,39
0RDCKCTZ1LBN,,,,,2021-03-28,37
0RDCKCTZ1LBN,,,,,2021-04-04,39
0RDCKCTZ1LBN,,,,,2021-04-11,49
0RDCKCTZ1LBN,,,,,2021-04-18,55
0RDCKCTZ1LBN,,,,,2021-04-25,54
0RDCKCTZ1LBN,,,,,2021-05-02,34
0RDCKCTZ1LBN,,,,,2021-05-09,29
0RDCKCTZ1LBN,,,,,2021-05-16,39
0RDCKCTZ1LBN,,,,,2021-05-23,45
0RDCKCTZ1LBN,,,,,2021-05-30,47
0RDCKCTZ1LBN,,,,,2021-06-06,52
0RDCKCTZ1LBN,,,,,2021-06-13,64
0RDCKCTZ1LBN,,,,,2021-06-20,57
0RDCKCTZ1LBN,,,,,2021-06-27,66
0RDCKCTZ1LBN,,,,,2021-07-04,66
0RDCKCTZ1LBN,,,,,2021-07-11,96
0RDCKCTZ1LBN,,,,,2021-07-18,70
0RDCKCTZ1LBN,,,,,2021-07-25,66
0RDCKCTZ1LBN,,,,,2021-08-01,61
0RDCKCTZ1LBN,,,,,2021-08-08,68
0RDCKCTZ1LBN,,,,,2021-08-15,55
0RDCKCTZ1LBN,,,,,2021-08-22,58
0RDCKCTZ1LBN,,,,,2021-08-29,52
0RDCKCTZ1LBN,,,,,2021-09-05,68
0RDCKCTZ1LBN,,,,,2021-09-12,70
0RDCKCTZ1LBN,,,,,2021-09-19,220
0RDCKCTZ1LBN,,,,,2021-09-26,363
0RDCKCTZ1LBN,,,,,2021-10-03,587
0RDCKCTZ1LBN,,,,,2021-10-10,612
0RDCKCTZ1LBN,,,,,2021-10-17,794
0RDCKCTZ1LBN,,,,,2021-10-24,933
0RDCKCTZ1LBN,,,,,2021-10-31,1001
0RDCKCTZ1LBN,,,,,2021-11-07,925
0RDCKCTZ1LBN,,,,,2021-11-14,1069
0RDCKCTZ1LBN,,,,,2021-11-21,1287
0RDCKCTZ1LBN,,,,,2021-11-28,1646
0RDCKCTZ1LBN,,,,,2021-12-05,1789
0RDCKCTZ1LBN,,,,,2021-12-12,1948
0RDCKCTZ1LBN,,,,,2021-12-19,2035
0RDCKCTZ1LBN,,,,,2021-12-26,1902
0RDCKCTZ1LBN,,,,,2022-01-02,1649
0RDCKCTZ1LBN,,,,,2022-01-09,2243
0RDCKCTZ1LBN,,,,,2022-01-16,2504
0RDCKCTZ1LBN,,,,,2022-01-23,3017
0RDCKCTZ1LBN,,,,,2022-01-30,3303
0RDCKCTZ1LBN,,,,,2022-02-06,3862
0RDCKCTZ1LBN,,,,,2022-02-13,5086
0RDCKCTZ1LBN,,,,,2022-02-20,4635
0RDCKCTZ1LBN,,,,,2022-02-27,3938
0RDCKCTZ1LBN,,,,,2022-03-06,4160
0RDCKCTZ1LBN,,,,,2022-03-13,4279
0RDCKCTZ1LBN,,,,,2022-03-20,4589
0RDCKCTZ1LBN,,,,,2022-03-27,5094
0RDCKCTZ1LBN,,,,,2022-04-03,5407
0RDCKCTZ1LBN,,,,,2022-04-10,5948
0RDCKCTZ1LBN,,,,,2022-04-17,5815
0RDCKCTZ1LBN,,,,,2022-04-24,6367
0RDCKCTZ1LBN,,,,,2022-05-01,6932
0RDCKCTZ1LBN,,,,,2022-05-08,6894
0RDCKCTZ1LBN,,,,,2022-05-15,7602
0RDCKCTZ1LBN,,,,,2022-05-22,8206
0RDCKCTZ1LBN,,,,,2022-05-29,8533
0RDCKCTZ1LBN,,,,,2022-06-05,12365
0RDCKCTZ1LBN,,,,,2022-06-12,12027
0RDCKCTZ1LBN,,,,,2022-06-19,12663
0RDCKCTZ1LBN,,,,,2022-06-26,13477
0RDCKCTZ1LBN,,,,,2022-07-03,24822
0RDCKCTZ1LBN,,,,,2022-07-10,23535
0RDCKCTZ1LBN,,,,,2022-07-17,25009
0RDCKCTZ1LBN,,,,,2022-07-24,27920
0RDCKCTZ1LBN,,,,,2022-07-31,23865
0RDCKCTZ1LBN,,,,,2022-08-07,25543
0RDCKCTZ1LBN,,,,,2022-08-14,25585
0RDCKCTZ1LBN,,,,,2022-08-21,25749
0RDCKCTZ1LBN,,,,,2022-08-28,28117
0RDCKCTZ1LBN,,,,,2022-09-11,27640
0RDCKCTZ1LBN,,,,,2022-09-18,28752
0RDCKCTZ1LBN,,,,,2022-09-25,29480
0RDCKCTZ1LBN,,,,,2022-10-02,28845
0RDCKCTZ1LBN,,,,,2022-10-09,27380
0RDCKCTZ1LBN,,,,,2022-10-16,28074
0RDCKCTZ1LBN,,,,,2022-10-23,32262
0RDCKCTZ1LBN,,,,,2022-10-30,29009
0RDCKCTZ1LBN,,,,,2022-11-06,30299
0RDCKCTZ1LBN,,,,,2022-11-13,30633
0RDCKCTZ1LBN,,,,,2022-11-20,31424
0RDCKCTZ1LBN,,,,,2022-11-27,26871
0RDCKCTZ1LBN,,,,,2022-12-04,31496
0RDCKCTZ1LBN,,,,,2022-12-11,31414
0RDCKCTZ1LBN,,,,,2022-12-18,30123
0RDCKCTZ1LBN,,,,,2022-12-25,26397
0RDCKCTZ1LBN,,,,,2023-01-01,21545
0RDCKCTZ1LBN,,,,,2023-01-08,26597
